home_team,away_team,home_team_code,away_team_code,year,date,date_time,group_name,round,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_city,stadium_name,stadium_name_official,stadium_name_event,stadium_percentage_filled
Germany,Romania,GER,ROU,2000,2000-06-12,2000-06-12T16:00:00Z,Group A,GROUP_STANDINGS,28500.0,62076,BEL,27221.0,50.6099583,5.5432667,Liege,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Stade Maurice Dufrasne,104.69857830351567
Netherlands,Czechia,NED,CZE,2000,2000-06-11,2000-06-11T18:45:00Z,Group D,GROUP_STANDINGS,50800.0,62417,NED,53338.0,52.314172,4.94185,Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,95.24166635419401
France,Denmark,FRA,DEN,2000,2000-06-11,2000-06-11T16:00:00Z,Group D,GROUP_STANDINGS,28100.0,63387,BEL,28300.0,51.1933556,3.1806222,Bruges,Jan Breydelstadion,Jan Breydelstadion,Jan Breydelstadion,99.29328621908127
Türkiye,Italy,TUR,ITA,2000,2000-06-11,2000-06-11T12:30:00Z,Group B,GROUP_STANDINGS,22500.0,67772,NED,21248.0,51.9629083,5.8927861,Arnhem,GelreDome,GelreDome,GelreDome,105.89231927710843
Belgium,Sweden,BEL,SWE,2000,2000-06-10,2000-06-10T18:45:00Z,Group B,GROUP_STANDINGS,46700.0,62073,BEL,48693.0,50.8957583,4.3339472,Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,95.90700922103792
Portugal,France,POR,FRA,2016,2016-07-10,2016-07-10T19:00:00Z,,FINAL,75868.0,70584,FRA,81286.0,48.9245472,2.3600667,Saint-Denis,Stade de France,Stade de France,Stade de France,93.3346455724233
Germany,France,GER,FRA,2016,2016-07-07,2016-07-07T19:00:00Z,,SEMIFINAL,64078.0,62337,FRA,66534.0,43.26983,5.396,Marseille,Stade de Marseille,Stade de Marseille,Stade de Marseille,96.30865422190158
Portugal,Wales,POR,WAL,2016,2016-07-06,2016-07-06T19:00:00Z,,SEMIFINAL,55679.0,250002940,FRA,58921.0,45.765,4.982,Lyon,OL Stadium,OL Stadium,OL Stadium,94.49771728246296
France,Iceland,FRA,ISL,2016,2016-07-03,2016-07-03T19:00:00Z,,QUARTER_FINALS,76833.0,70584,FRA,81286.0,48.9245472,2.3600667,Saint-Denis,Stade de France,Stade de France,Stade de France,94.52181187412346
Germany,Italy,GER,ITA,2016,2016-07-02,2016-07-02T19:00:00Z,,QUARTER_FINALS,38764.0,250002702,FRA,41774.0,44.89925,-0.56579,Bordeaux,Stade de Bordeaux,Stade de Bordeaux,Stade de Bordeaux,92.79456121032221
Wales,Belgium,WAL,BEL,2016,2016-07-01,2016-07-01T19:00:00Z,,QUARTER_FINALS,45936.0,250001580,FRA,49966.0,50.611911,3.130503,Lille Métropole,Stade Pierre Mauroy,Stade Pierre Mauroy,Stade Pierre Mauroy,91.93451547051995
Poland,Portugal,POL,POR,2016,2016-06-30,2016-06-30T19:00:00Z,,QUARTER_FINALS,62940.0,62337,FRA,66534.0,43.26983,5.396,Marseille,Stade de Marseille,Stade de Marseille,Stade de Marseille,94.59825051853188
England,Iceland,ENG,ISL,2016,2016-06-27,2016-06-27T19:00:00Z,,ROUND_OF_16,33901.0,250002059,FRA,32784.0,43.705,7.1926,Nice,Grand Stade de Nice,Grand Stade de Nice,Grand Stade de Nice,103.40714982918497
Italy,Spain,ITA,ESP,2016,2016-06-27,2016-06-27T16:00:00Z,,ROUND_OF_16,76165.0,70584,FRA,81286.0,48.9245472,2.3600667,Saint-Denis,Stade de France,Stade de France,Stade de France,93.70002214403465
Hungary,Belgium,HUN,BEL,2016,2016-06-26,2016-06-26T19:00:00Z,,ROUND_OF_16,28921.0,63215,FRA,31556.0,43.583261,1.434,Toulouse,Stadium de Toulouse,Stadium de Toulouse,Stadium de Toulouse,91.64976549626061
Germany,Slovakia,GER,SVK,2016,2016-06-26,2016-06-26T16:00:00Z,,ROUND_OF_16,44312.0,250001580,FRA,49966.0,50.611911,3.130503,Lille Métropole,Stade Pierre Mauroy,Stade Pierre Mauroy,Stade Pierre Mauroy,88.68430532762278
France,Republic of Ireland,FRA,IRL,2016,2016-06-26,2016-06-26T13:00:00Z,,ROUND_OF_16,56279.0,250002940,FRA,58921.0,45.765,4.982,Lyon,OL Stadium,OL Stadium,OL Stadium,95.5160299383921
Croatia,Portugal,CRO,POR,2016,2016-06-25,2016-06-25T19:00:00Z,,ROUND_OF_16,33523.0,63207,FRA,38223.0,50.4328336,2.815,Lens Agglo,Stade Bollaert-Delelis,Stade Bollaert-Delelis,Stade Bollaert-Delelis,87.7037385867148
Wales,Northern Ireland,WAL,NIR,2016,2016-06-25,2016-06-25T16:00:00Z,,ROUND_OF_16,44342.0,57779,FRA,47926.0,48.8414333,2.2530333,Paris,Parc des Princes,Parc des Princes,Parc des Princes,92.52180444852482
Switzerland,Poland,SUI,POL,2016,2016-06-25,2016-06-25T13:00:00Z,,ROUND_OF_16,38842.0,63194,FRA,42000.0,45.4608556,4.390125,Saint-Etienne,Stade Geoffroy Guichard,Stade Geoffroy Guichard,Stade Geoffroy Guichard,92.48095238095239
Sweden,Belgium,SWE,BEL,2016,2016-06-22,2016-06-22T19:00:00Z,Group E,GROUP_STANDINGS,34011.0,250002059,FRA,32784.0,43.705,7.1926,Nice,Grand Stade de Nice,Grand Stade de Nice,Grand Stade de Nice,103.74267935578332
Italy,Republic of Ireland,ITA,IRL,2016,2016-06-22,2016-06-22T19:00:00Z,Group E,GROUP_STANDINGS,44268.0,250001580,FRA,49966.0,50.611911,3.130503,Lille Métropole,Stade Pierre Mauroy,Stade Pierre Mauroy,Stade Pierre Mauroy,88.5962454469039
Hungary,Portugal,HUN,POR,2016,2016-06-22,2016-06-22T16:00:00Z,Group F,GROUP_STANDINGS,55514.0,250002940,FRA,58921.0,45.765,4.982,Lyon,OL Stadium,OL Stadium,OL Stadium,94.21768130208244
Iceland,Austria,ISL,AUT,2016,2016-06-22,2016-06-22T16:00:00Z,Group F,GROUP_STANDINGS,68714.0,70584,FRA,81286.0,48.9245472,2.3600667,Saint-Denis,Stade de France,Stade de France,Stade de France,84.53362202593311
Croatia,Spain,CRO,ESP,2016,2016-06-21,2016-06-21T19:00:00Z,Group D,GROUP_STANDINGS,37245.0,250002702,FRA,41774.0,44.89925,-0.56579,Bordeaux,Stade de Bordeaux,Stade de Bordeaux,Stade de Bordeaux,89.15832814669412
Czechia,Türkiye,CZE,TUR,2016,2016-06-21,2016-06-21T19:00:00Z,Group D,GROUP_STANDINGS,32836.0,63207,FRA,38223.0,50.4328336,2.815,Lens Agglo,Stade Bollaert-Delelis,Stade Bollaert-Delelis,Stade Bollaert-Delelis,85.90639143970907
Northern Ireland,Germany,NIR,GER,2016,2016-06-21,2016-06-21T16:00:00Z,Group C,GROUP_STANDINGS,44125.0,57779,FRA,47926.0,48.8414333,2.2530333,Paris,Parc des Princes,Parc des Princes,Parc des Princes,92.06902307724408
Ukraine,Poland,UKR,POL,2016,2016-06-21,2016-06-21T16:00:00Z,Group C,GROUP_STANDINGS,58874.0,62337,FRA,66534.0,43.26983,5.396,Marseille,Stade de Marseille,Stade de Marseille,Stade de Marseille,88.48708930772237
Slovakia,England,SVK,ENG,2016,2016-06-20,2016-06-20T19:00:00Z,Group B,GROUP_STANDINGS,39051.0,63194,FRA,42000.0,45.4608556,4.390125,Saint-Etienne,Stade Geoffroy Guichard,Stade Geoffroy Guichard,Stade Geoffroy Guichard,92.97857142857143
Russia,Wales,RUS,WAL,2016,2016-06-20,2016-06-20T19:00:00Z,Group B,GROUP_STANDINGS,28840.0,63215,FRA,31556.0,43.583261,1.434,Toulouse,Stadium de Toulouse,Stadium de Toulouse,Stadium de Toulouse,91.39307897071872
Switzerland,France,SUI,FRA,2016,2016-06-19,2016-06-19T19:00:00Z,Group A,GROUP_STANDINGS,45616.0,250001580,FRA,49966.0,50.611911,3.130503,Lille Métropole,Stade Pierre Mauroy,Stade Pierre Mauroy,Stade Pierre Mauroy,91.29407997438258
Romania,Albania,ROU,ALB,2016,2016-06-19,2016-06-19T19:00:00Z,Group A,GROUP_STANDINGS,49752.0,250002940,FRA,58921.0,45.765,4.982,Lyon,OL Stadium,OL Stadium,OL Stadium,84.43848542964308
Portugal,Austria,POR,AUT,2016,2016-06-18,2016-06-18T19:00:00Z,Group F,GROUP_STANDINGS,44291.0,57779,FRA,47926.0,48.8414333,2.2530333,Paris,Parc des Princes,Parc des Princes,Parc des Princes,92.41539039352334
Iceland,Hungary,ISL,HUN,2016,2016-06-18,2016-06-18T16:00:00Z,Group F,GROUP_STANDINGS,60842.0,62337,FRA,66534.0,43.26983,5.396,Marseille,Stade de Marseille,Stade de Marseille,Stade de Marseille,91.44497550124748
Belgium,Republic of Ireland,BEL,IRL,2016,2016-06-18,2016-06-18T13:00:00Z,Group E,GROUP_STANDINGS,39493.0,250002702,FRA,41774.0,44.89925,-0.56579,Bordeaux,Stade de Bordeaux,Stade de Bordeaux,Stade de Bordeaux,94.5396658208455
Spain,Türkiye,ESP,TUR,2016,2016-06-17,2016-06-17T19:00:00Z,Group D,GROUP_STANDINGS,33409.0,250002059,FRA,32784.0,43.705,7.1926,Nice,Grand Stade de Nice,Grand Stade de Nice,Grand Stade de Nice,101.9064177647633
Czechia,Croatia,CZE,CRO,2016,2016-06-17,2016-06-17T16:00:00Z,Group D,GROUP_STANDINGS,38376.0,63194,FRA,42000.0,45.4608556,4.390125,Saint-Etienne,Stade Geoffroy Guichard,Stade Geoffroy Guichard,Stade Geoffroy Guichard,91.37142857142857
Italy,Sweden,ITA,SWE,2016,2016-06-17,2016-06-17T13:00:00Z,Group E,GROUP_STANDINGS,29600.0,63215,FRA,31556.0,43.583261,1.434,Toulouse,Stadium de Toulouse,Stadium de Toulouse,Stadium de Toulouse,93.80149575358094
Germany,Poland,GER,POL,2016,2016-06-16,2016-06-16T19:00:00Z,Group C,GROUP_STANDINGS,73648.0,70584,FRA,81286.0,48.9245472,2.3600667,Saint-Denis,Stade de France,Stade de France,Stade de France,90.60354796643949
Ukraine,Northern Ireland,UKR,NIR,2016,2016-06-16,2016-06-16T16:00:00Z,Group C,GROUP_STANDINGS,51043.0,250002940,FRA,58921.0,45.765,4.982,Lyon,OL Stadium,OL Stadium,OL Stadium,86.62955482765058
England,Wales,ENG,WAL,2016,2016-06-16,2016-06-16T13:00:00Z,Group B,GROUP_STANDINGS,34033.0,63207,FRA,38223.0,50.4328336,2.815,Lens Agglo,Stade Bollaert-Delelis,Stade Bollaert-Delelis,Stade Bollaert-Delelis,89.03801376134788
France,Albania,FRA,ALB,2016,2016-06-15,2016-06-15T19:00:00Z,Group A,GROUP_STANDINGS,63670.0,62337,FRA,66534.0,43.26983,5.396,Marseille,Stade de Marseille,Stade de Marseille,Stade de Marseille,95.69543391348783
Romania,Switzerland,ROU,SUI,2016,2016-06-15,2016-06-15T16:00:00Z,Group A,GROUP_STANDINGS,43576.0,57779,FRA,47926.0,48.8414333,2.2530333,Paris,Parc des Princes,Parc des Princes,Parc des Princes,90.92350707340483
Russia,Slovakia,RUS,SVK,2016,2016-06-15,2016-06-15T13:00:00Z,Group B,GROUP_STANDINGS,38989.0,250001580,FRA,49966.0,50.611911,3.130503,Lille Métropole,Stade Pierre Mauroy,Stade Pierre Mauroy,Stade Pierre Mauroy,78.03106112156266
Portugal,Iceland,POR,ISL,2016,2016-06-14,2016-06-14T19:00:00Z,Group F,GROUP_STANDINGS,38742.0,63194,FRA,42000.0,45.4608556,4.390125,Saint-Etienne,Stade Geoffroy Guichard,Stade Geoffroy Guichard,Stade Geoffroy Guichard,92.24285714285713
Austria,Hungary,AUT,HUN,2016,2016-06-14,2016-06-14T16:00:00Z,Group F,GROUP_STANDINGS,34424.0,250002702,FRA,41774.0,44.89925,-0.56579,Bordeaux,Stade de Bordeaux,Stade de Bordeaux,Stade de Bordeaux,82.40532388567051
Belgium,Italy,BEL,ITA,2016,2016-06-13,2016-06-13T19:00:00Z,Group E,GROUP_STANDINGS,55408.0,250002940,FRA,58921.0,45.765,4.982,Lyon,OL Stadium,OL Stadium,OL Stadium,94.03777939953497
Republic of Ireland,Sweden,IRL,SWE,2016,2016-06-13,2016-06-13T16:00:00Z,Group E,GROUP_STANDINGS,73419.0,70584,FRA,81286.0,48.9245472,2.3600667,Saint-Denis,Stade de France,Stade de France,Stade de France,90.32182663681323
Spain,Czechia,ESP,CZE,2016,2016-06-13,2016-06-13T13:00:00Z,Group D,GROUP_STANDINGS,29400.0,63215,FRA,31556.0,43.583261,1.434,Toulouse,Stadium de Toulouse,Stadium de Toulouse,Stadium de Toulouse,93.16770186335404
Germany,Ukraine,GER,UKR,2016,2016-06-12,2016-06-12T19:00:00Z,Group C,GROUP_STANDINGS,43035.0,250001580,FRA,49966.0,50.611911,3.130503,Lille Métropole,Stade Pierre Mauroy,Stade Pierre Mauroy,Stade Pierre Mauroy,86.12856742584958
Poland,Northern Ireland,POL,NIR,2016,2016-06-12,2016-06-12T16:00:00Z,Group C,GROUP_STANDINGS,33742.0,250002059,FRA,32784.0,43.705,7.1926,Nice,Grand Stade de Nice,Grand Stade de Nice,Grand Stade de Nice,102.92215714982918
Türkiye,Croatia,TUR,CRO,2016,2016-06-12,2016-06-12T13:00:00Z,Group D,GROUP_STANDINGS,43842.0,57779,FRA,47926.0,48.8414333,2.2530333,Paris,Parc des Princes,Parc des Princes,Parc des Princes,91.47852939949088
England,Russia,ENG,RUS,2016,2016-06-11,2016-06-11T19:00:00Z,Group B,GROUP_STANDINGS,62343.0,62337,FRA,66534.0,43.26983,5.396,Marseille,Stade de Marseille,Stade de Marseille,Stade de Marseille,93.70096492019118
Wales,Slovakia,WAL,SVK,2016,2016-06-11,2016-06-11T16:00:00Z,Group B,GROUP_STANDINGS,37831.0,250002702,FRA,41774.0,44.89925,-0.56579,Bordeaux,Stade de Bordeaux,Stade de Bordeaux,Stade de Bordeaux,90.5611145688706
Albania,Switzerland,ALB,SUI,2016,2016-06-11,2016-06-11T13:00:00Z,Group A,GROUP_STANDINGS,33805.0,63207,FRA,38223.0,50.4328336,2.815,Lens Agglo,Stade Bollaert-Delelis,Stade Bollaert-Delelis,Stade Bollaert-Delelis,88.4415142715119
France,Romania,FRA,ROU,2016,2016-06-10,2016-06-10T19:00:00Z,Group A,GROUP_STANDINGS,75113.0,70584,FRA,81286.0,48.9245472,2.3600667,Saint-Denis,Stade de France,Stade de France,Stade de France,92.40582634155943
Spain,Italy,ESP,ITA,2012,2012-07-01,2012-07-01T18:45:00Z,,FINAL,63170.0,250001449,UKR,68000.0,50.433439,30.522114,Kyiv,NSC Olimpiyskiy,NSC Olimpiyskiy,NSC Olimpiyskiy,92.8970588235294
Germany,Italy,GER,ITA,2012,2012-06-28,2012-06-28T18:45:00Z,,SEMIFINAL,55540.0,250001178,POL,58274.0,52.239406,21.045881,Warsaw,Stadion Narodowy,Stadion Narodowy,Stadion Narodowy,95.30837080001373
Portugal,Spain,POR,ESP,2012,2012-06-27,2012-06-27T18:45:00Z,,SEMIFINAL,48000.0,250000431,UKR,52667.0,47.9947056,37.7857889,Donetsk,Donbass Arena,Donbass Arena,Donbas Arena,91.13866367934381
England,Italy,ENG,ITA,2012,2012-06-24,2012-06-24T18:45:00Z,,QUARTER_FINALS,64340.0,250001449,UKR,68000.0,50.433439,30.522114,Kyiv,NSC Olimpiyskiy,NSC Olimpiyskiy,NSC Olimpiyskiy,94.61764705882352
Spain,France,ESP,FRA,2012,2012-06-23,2012-06-23T18:45:00Z,,QUARTER_FINALS,47000.0,250000431,UKR,52667.0,47.9947056,37.7857889,Donetsk,Donbass Arena,Donbass Arena,Donbas Arena,89.23994151935747
Germany,Greece,GER,GRE,2012,2012-06-22,2012-06-22T18:45:00Z,,QUARTER_FINALS,38751.0,250001177,POL,41524.0,54.39,18.640278,Gdansk,Gdansk Stadium,Gdansk Stadium,Gdansk Stadium,93.32193430305365
Czechia,Portugal,CZE,POR,2012,2012-06-21,2012-06-21T18:45:00Z,,QUARTER_FINALS,55590.0,250001178,POL,58274.0,52.239406,21.045881,Warsaw,Stadion Narodowy,Stadion Narodowy,Stadion Narodowy,95.39417235817002
Sweden,France,SWE,FRA,2012,2012-06-19,2012-06-19T18:45:00Z,Group D,GROUP_STANDINGS,63010.0,250001449,UKR,68000.0,50.433439,30.522114,Kyiv,NSC Olimpiyskiy,NSC Olimpiyskiy,NSC Olimpiyskiy,92.66176470588235
England,Ukraine,ENG,UKR,2012,2012-06-19,2012-06-19T18:45:00Z,Group D,GROUP_STANDINGS,48700.0,250000431,UKR,52667.0,47.9947056,37.7857889,Donetsk,Donbass Arena,Donbass Arena,Donbas Arena,92.46776919133424
Italy,Republic of Ireland,ITA,IRL,2012,2012-06-18,2012-06-18T18:45:00Z,Group C,GROUP_STANDINGS,38794.0,63539,POL,41609.0,52.3976861,16.8582806,Poznań,Poznań Stadium,Poznań Stadium,Stadion Poznań,93.23463673724434
Croatia,Spain,CRO,ESP,2012,2012-06-18,2012-06-18T18:45:00Z,Group C,GROUP_STANDINGS,39076.0,250001177,POL,41524.0,54.39,18.640278,Gdansk,Gdansk Stadium,Gdansk Stadium,Gdansk Stadium,94.10461419901743
Denmark,Germany,DEN,GER,2012,2012-06-17,2012-06-17T18:45:00Z,Group B,GROUP_STANDINGS,32990.0,250001180,UKR,34725.0,49.775278,24.027778,Lviv,Arena Lviv,Arena Lviv,Arena Lviv,95.00359971202303
Portugal,Netherlands,POR,NED,2012,2012-06-17,2012-06-17T18:45:00Z,Group B,GROUP_STANDINGS,37445.0,66282,UKR,39946.0,49.9808444,36.2614833,Kharkiv,OSC Metalist,OSC Metalist,OSC Metalist,93.73904771441445
